Id,age,education,marital,campaign_response
34974,47,high.school,single,0
34975,36,basic.6y,married,0
34976,30,high.school,single,0
34977,33,high.school,single,0
34978,45,basic.4y,divorced,0
34979,39,basic.4y,married,0
34980,30,high.school,single,0
34981,34,basic.6y,single,0
34982,30,high.school,single,0
34983,26,high.school,single,0
34984,48,basic.4y,divorced,0
34985,35,basic.4y,single,0
34986,26,high.school,single,0
34987,43,basic.9y,married,0
34988,36,professional.course,single,0
34989,27,university.degree,single,0
34990,36,university.degree,married,0
34991,29,basic.9y,divorced,0
34992,36,university.degree,married,0
34993,28,basic.4y,married,0
34994,35,university.degree,single,0
34995,51,basic.9y,married,0
34996,39,professional.course,married,0
34997,40,high.school,single,0
34998,34,basic.9y,married,0
34999,34,high.school,married,0
35000,47,basic.6y,married,0
35001,34,high.school,married,0
35002,38,high.school,married,0
35003,31,high.school,single,0
35004,44,professional.course,single,0
35005,35,university.degree,single,0
35006,55,basic.9y,married,0
35007,34,basic.9y,single,0
35008,34,high.school,married,0
35009,27,high.school,single,0
35010,34,basic.9y,married,0
35011,34,basic.9y,married,0
35012,37,basic.9y,married,0
35013,38,high.school,married,0
35014,50,basic.4y,married,0
35015,27,high.school,single,0
35016,34,basic.9y,divorced,0
35017,30,high.school,single,0
35018,37,university.degree,single,0
35019,31,basic.6y,married,0
35020,38,professional.course,married,0
35021,32,basic.9y,married,0
35022,36,professional.course,single,0
35023,49,high.school,married,0
35024,33,basic.9y,married,0
35025,43,basic.6y,married,0
35026,49,high.school,married,0
35027,34,basic.9y,married,0
35028,37,basic.6y,married,0
35029,28,university.degree,married,0
35030,45,high.school,single,0
35031,27,basic.9y,married,1
35032,37,basic.6y,married,0
35033,32,basic.9y,married,0
35034,31,university.degree,single,0
35035,31,university.degree,single,0
35036,35,university.degree,married,0
35037,29,basic.9y,single,0
35038,32,professional.course,single,0
35039,36,university.degree,single,0
35040,50,basic.6y,divorced,0
35041,33,basic.9y,married,0
35042,31,professional.course,single,0
35043,32,high.school,married,0
35044,32,basic.9y,married,0
35045,33,university.degree,single,0
35046,26,high.school,single,1
35047,31,professional.course,single,0
35048,44,basic.9y,married,0
35049,34,university.degree,unknown,0
35050,35,university.degree,single,0
35051,41,high.school,divorced,0
35052,34,university.degree,unknown,0
35053,27,university.degree,single,0
35054,32,basic.9y,married,0
35055,39,basic.9y,single,1
35056,34,university.degree,unknown,0
35057,24,high.school,married,0
35058,37,professional.course,divorced,0
35059,36,high.school,married,0
35060,39,high.school,married,0
35061,29,high.school,divorced,0
35062,27,professional.course,married,0
35063,35,professional.course,single,0
35064,39,university.degree,single,0
35065,29,high.school,single,0
35066,39,basic.9y,single,0
35067,39,basic.9y,single,0
35068,47,high.school,single,0
35069,54,basic.4y,married,0
35070,27,university.degree,married,0
35071,23,basic.9y,single,1
35072,31,high.school,single,0
35073,30,university.degree,married,0
35074,33,basic.6y,married,0
35075,33,high.school,married,0
35076,28,professional.course,single,0
35077,33,high.school,married,0
35078,33,high.school,married,0
35079,49,basic.4y,single,0
35080,39,basic.9y,married,0
35081,32,basic.6y,married,0
35082,30,high.school,married,0
35083,29,basic.4y,married,0
35084,52,high.school,married,1
35085,28,basic.6y,married,0
35086,32,basic.6y,married,0
35087,29,basic.9y,single,0
35088,42,basic.4y,married,0
35089,31,university.degree,divorced,0
35090,39,basic.4y,married,0
35091,36,university.degree,married,0
35092,28,basic.4y,married,0
35093,38,basic.9y,married,0
35094,39,high.school,married,0
35095,30,basic.9y,married,0
35096,44,professional.course,married,0
35097,31,university.degree,married,0
35098,34,basic.9y,divorced,0
35099,48,high.school,divorced,0
35100,28,basic.4y,married,0
35101,31,university.degree,married,0
35102,55,university.degree,married,0
35103,27,basic.6y,married,1
35104,48,high.school,divorced,1
35105,25,high.school,married,0
35106,49,basic.6y,married,0
35107,35,professional.course,married,0
35108,46,basic.6y,married,0
35109,26,university.degree,single,0
35110,30,basic.4y,married,0
35111,36,basic.6y,married,0
35112,28,high.school,married,0
35113,31,basic.9y,married,1
35114,57,high.school,married,0
35115,28,basic.6y,married,0
35116,29,high.school,single,0
35117,38,basic.4y,divorced,0
35118,32,basic.9y,married,0
35119,51,basic.6y,married,0
35120,57,high.school,married,0
35121,35,university.degree,divorced,0
35122,46,basic.6y,married,1
35123,57,high.school,married,0
35124,50,basic.9y,single,0
35125,57,high.school,married,0
35126,32,high.school,single,0
35127,47,basic.4y,married,0
35128,54,basic.4y,married,0
35129,32,professional.course,married,0
35130,53,basic.4y,married,0
35131,36,high.school,married,0
35132,30,high.school,divorced,0
35133,30,basic.9y,single,0
35134,30,basic.6y,married,0
35135,40,high.school,divorced,0
35136,28,basic.9y,married,0
35137,29,basic.4y,married,0
35138,46,basic.4y,married,0
35139,35,basic.4y,single,0
35140,33,basic.9y,single,0
35141,45,basic.9y,married,0
35142,41,high.school,single,0
35143,45,basic.9y,married,0
35144,35,basic.4y,married,0
35145,32,high.school,married,0
35146,34,basic.9y,married,0
35147,35,basic.4y,married,0
35148,53,high.school,married,0
35149,27,high.school,single,0
35150,40,university.degree,married,0
35151,30,high.school,married,0
35152,38,university.degree,divorced,0
35153,28,professional.course,single,0
35154,32,basic.6y,married,0
35155,46,basic.6y,married,0
35156,43,basic.9y,divorced,0
35157,30,basic.9y,single,0
35158,30,basic.9y,single,0
35159,47,high.school,married,0
35160,28,professional.course,single,0
35161,57,professional.course,married,0
35162,34,university.degree,single,0
35163,32,basic.4y,married,0
35164,56,basic.4y,married,0
35165,32,university.degree,married,0
35166,49,basic.9y,married,0
35167,49,basic.9y,married,0
35168,47,high.school,divorced,0
35169,30,university.degree,single,0
35170,36,university.degree,married,0
35171,28,professional.course,single,0
35172,48,high.school,divorced,0
35173,42,university.degree,married,0
35174,57,high.school,married,0
35175,31,high.school,divorced,0
35176,42,university.degree,married,0
35177,30,basic.6y,married,0
35178,52,basic.4y,single,0
35179,28,basic.6y,married,0
35180,29,high.school,divorced,0
35181,46,basic.6y,married,0
35182,25,high.school,single,0
35183,27,university.degree,married,0
35184,32,basic.6y,married,0
35185,38,high.school,married,0
35186,36,high.school,married,0
35187,49,high.school,single,0
35188,30,basic.9y,single,0
35189,32,high.school,single,0
35190,34,basic.9y,married,0
35191,44,basic.6y,married,0
35192,31,university.degree,single,0
35193,29,basic.9y,married,0
35194,28,professional.course,single,0
35195,58,basic.9y,divorced,0
35196,36,high.school,married,0
35197,31,basic.9y,married,0
35198,29,basic.9y,married,0
35199,33,university.degree,married,0
35200,55,university.degree,married,0
35201,35,basic.4y,married,0
35202,39,basic.9y,married,0
35203,37,university.degree,single,0
35204,35,basic.4y,married,0
35205,26,high.school,single,0
35206,44,professional.course,married,0
35207,26,high.school,single,0
35208,44,high.school,married,0
35209,30,high.school,single,0
35210,28,basic.9y,married,0
35211,27,basic.9y,married,0
35212,33,basic.9y,single,0
35213,32,basic.4y,married,0
35214,43,basic.9y,married,0
35215,24,basic.9y,single,0
35216,37,basic.9y,married,0
35217,32,high.school,single,0
35218,30,high.school,married,0
35219,50,unknown,married,0
35220,43,professional.course,divorced,0
35221,46,basic.9y,married,0
35222,30,basic.6y,married,0
35223,36,basic.6y,married,0
35224,30,university.degree,single,0
35225,32,basic.9y,married,0
35226,42,basic.4y,married,0
35227,56,basic.4y,single,0
35228,54,high.school,married,0
35229,39,basic.6y,married,1
35230,35,basic.9y,married,0
35231,31,basic.6y,single,0
35232,37,high.school,married,0
35233,35,basic.9y,married,0
35234,32,basic.9y,married,0
35235,54,unknown,divorced,0
35236,30,basic.4y,married,0
35237,34,basic.9y,married,0
35238,30,university.degree,single,0
35239,40,high.school,married,0
35240,34,university.degree,unknown,0
35241,37,basic.9y,married,0
35242,33,basic.9y,single,0
35243,47,basic.6y,married,0
35244,35,basic.9y,single,0
35245,30,professional.course,single,0
35246,33,high.school,married,0
35247,50,high.school,married,0
35248,37,basic.6y,married,0
35249,37,basic.9y,divorced,0
35250,55,university.degree,married,0
35251,49,high.school,single,0
35252,30,basic.6y,married,0
35253,44,basic.9y,married,0
35254,27,basic.4y,married,0
35255,35,university.degree,single,0
35256,31,basic.9y,married,0
35257,29,basic.9y,single,0
35258,33,basic.9y,married,0
35259,36,professional.course,single,0
35260,29,basic.9y,married,0
35261,25,high.school,single,0
35262,42,basic.4y,married,0
35263,47,basic.4y,married,0
35264,44,professional.course,married,0
35265,34,university.degree,single,0
35266,44,high.school,married,0
35267,31,university.degree,married,0
35268,33,high.school,single,0
35269,26,high.school,single,0
35270,29,basic.4y,married,0
35271,37,basic.9y,married,0
35272,41,high.school,single,0
35273,26,high.school,single,0
35274,31,university.degree,single,0
35275,36,university.degree,married,0
35276,27,basic.4y,married,1
35277,35,basic.6y,married,0
35278,35,high.school,divorced,0
35279,25,university.degree,single,0
35280,34,basic.9y,married,0
35281,46,basic.4y,married,0
35282,41,basic.6y,married,0
35283,34,university.degree,married,0
35284,23,basic.9y,single,0
35285,33,university.degree,married,0
35286,40,high.school,single,0
35287,33,basic.4y,married,1
35288,35,high.school,married,0
35289,46,basic.4y,married,0
35290,47,basic.6y,married,0
35291,29,unknown,single,0
35292,33,high.school,single,0
35293,37,high.school,married,0
35294,54,basic.6y,married,0
35295,45,high.school,single,0
35296,24,high.school,single,0
35297,53,basic.4y,married,0
35298,46,high.school,divorced,0
35299,32,professional.course,married,0
35300,40,university.degree,married,0
35301,47,high.school,single,1
35302,35,university.degree,single,0
35303,28,basic.9y,married,0
35304,54,high.school,married,0
35305,33,university.degree,single,0
35306,29,basic.9y,single,0
35307,31,university.degree,single,0
35308,30,professional.course,married,0
35309,43,university.degree,single,0
35310,46,university.degree,married,0
35311,41,basic.9y,married,0
35312,46,professional.course,divorced,0
35313,28,high.school,single,0
35314,32,university.degree,married,0
35315,27,high.school,single,0
35316,36,university.degree,single,0
35317,33,basic.9y,married,0
35318,32,basic.9y,married,0
35319,28,university.degree,single,0
35320,26,basic.4y,married,0
35321,38,basic.6y,single,1
35322,23,basic.6y,married,0
35323,30,basic.9y,married,0
35324,28,university.degree,married,0
35325,33,high.school,divorced,0
35326,32,high.school,married,0
35327,43,basic.4y,single,0
35328,35,high.school,single,0
35329,31,high.school,married,0
35330,32,professional.course,single,0
35331,39,high.school,married,0
35332,27,high.school,married,0
35333,37,high.school,married,0
35334,29,professional.course,single,0
35335,40,basic.4y,married,0
35336,36,university.degree,married,0
35337,26,university.degree,single,0
35338,30,basic.9y,married,0
35339,27,high.school,single,0
35340,47,basic.9y,married,0
35341,36,basic.9y,divorced,0
35342,35,high.school,single,0
35343,41,basic.9y,married,0
35344,27,university.degree,single,0
35345,29,high.school,married,0
35346,43,unknown,married,0
35347,51,high.school,divorced,0
35348,35,high.school,single,0
35349,49,high.school,married,0
35350,33,basic.9y,married,0
35351,45,high.school,single,0
35352,50,university.degree,divorced,0
35353,50,basic.4y,married,0
35354,33,basic.6y,married,0
35355,30,professional.course,married,0
35356,31,basic.6y,married,0
35357,26,university.degree,single,0
35358,34,university.degree,divorced,0
35359,30,basic.6y,single,0
35360,32,basic.9y,married,0
35361,31,professional.course,single,0
35362,39,high.school,single,0
35363,38,high.school,married,0
35364,51,high.school,divorced,0
35365,33,basic.6y,single,1
35366,43,unknown,married,0
35367,35,high.school,married,0
35368,38,high.school,married,0
35369,50,basic.4y,married,0
35370,32,professional.course,single,1
35371,37,professional.course,divorced,0
35372,43,unknown,married,0
35373,36,high.school,married,0
35374,34,high.school,married,0
35375,54,basic.4y,divorced,0
35376,28,high.school,single,0
35377,42,basic.4y,married,0
35378,29,professional.course,single,0
35379,40,basic.9y,married,0
35380,33,professional.course,single,0
35381,33,basic.9y,married,0
35382,38,high.school,single,0
35383,51,high.school,married,0
35384,38,basic.9y,single,0
35385,33,basic.4y,married,0
35386,42,basic.6y,married,0
35387,32,university.degree,divorced,0
35388,28,high.school,single,0
35389,28,high.school,single,0
35390,36,unknown,married,0
35391,48,basic.9y,married,0
35392,40,high.school,divorced,0
35393,34,university.degree,single,1
35394,31,basic.9y,single,0
35395,38,basic.9y,single,1
35396,59,basic.6y,divorced,0
35397,27,basic.4y,married,0
35398,27,basic.4y,single,0
35399,35,high.school,married,0
35400,27,basic.4y,single,0
35401,36,high.school,single,0
35402,35,high.school,married,0
35403,59,basic.6y,divorced,0
35404,35,high.school,married,0
35405,47,high.school,divorced,0
35406,44,high.school,divorced,0
35407,45,basic.4y,married,0
35408,49,basic.6y,married,0
35409,28,basic.9y,married,0
35410,43,basic.6y,married,0
35411,45,basic.4y,married,0
35412,38,basic.9y,married,0
35413,35,basic.9y,married,1
35414,48,basic.9y,divorced,0
35415,48,basic.4y,single,1
35416,45,basic.6y,married,0
35417,48,basic.9y,married,0
35418,27,basic.9y,married,0
35419,29,basic.4y,married,1
35420,35,high.school,married,0
35421,45,basic.6y,married,0
35422,26,university.degree,single,0
35423,33,professional.course,single,0
35424,41,basic.4y,married,0
35425,41,basic.4y,married,0
35426,54,basic.4y,married,0
35427,46,high.school,married,0
35428,38,basic.6y,married,0
35429,30,university.degree,married,0
35430,46,high.school,married,0
35431,43,university.degree,single,0
35432,26,basic.9y,married,1
35433,43,university.degree,single,0
35434,36,university.degree,single,0
35435,43,university.degree,single,0
35436,43,university.degree,single,0
35437,38,unknown,married,0
35438,54,basic.6y,married,0
35439,58,basic.4y,married,0
35440,29,high.school,single,0
35441,36,university.degree,single,1
35442,43,university.degree,single,0
35443,36,university.degree,single,0
35444,27,basic.4y,single,0
35445,35,university.degree,divorced,0
35446,39,university.degree,single,0
35447,59,basic.9y,married,0
35448,34,basic.6y,married,0
35449,33,high.school,married,0
35450,37,high.school,married,0
35451,32,university.degree,single,0
35452,24,basic.4y,single,0
35453,49,basic.9y,married,0
35454,30,university.degree,married,0
35455,28,high.school,single,0
35456,50,basic.4y,divorced,1
35457,34,high.school,married,0
35458,59,basic.9y,married,1
35459,41,high.school,married,0
35460,33,high.school,married,0
35461,39,university.degree,single,0
35462,38,unknown,married,1
35463,57,basic.9y,divorced,0
35464,41,high.school,married,0
35465,36,high.school,married,0
35466,26,basic.9y,married,0
35467,36,university.degree,single,0
35468,37,university.degree,married,0
35469,38,unknown,divorced,0
35470,48,university.degree,divorced,1
35471,33,basic.6y,single,0
35472,34,professional.course,divorced,0
35473,44,basic.9y,divorced,0
35474,44,basic.9y,married,0
35475,55,basic.4y,married,0
35476,31,basic.9y,married,0
35477,45,university.degree,married,1
35478,39,basic.4y,single,0
35479,31,high.school,married,0
35480,36,basic.4y,married,0
35481,32,high.school,married,0
35482,36,basic.4y,married,0
35483,26,university.degree,single,0
35484,26,basic.4y,married,0
35485,26,basic.4y,married,0
35486,32,high.school,single,0
35487,40,high.school,single,0
35488,28,basic.9y,married,0
35489,28,high.school,single,0
35490,36,university.degree,single,0
35491,28,basic.9y,married,0
35492,36,university.degree,single,0
35493,37,high.school,single,0
35494,54,professional.course,divorced,0
35495,36,high.school,divorced,0
35496,38,basic.9y,married,0
35497,32,high.school,single,0
35498,29,basic.6y,married,0
35499,42,basic.4y,married,0
35500,29,basic.6y,married,0
35501,34,university.degree,single,0
35502,31,basic.9y,married,0
35503,27,high.school,married,0
35504,27,high.school,single,0
35505,42,basic.4y,married,0
35506,31,university.degree,married,0
35507,34,basic.9y,single,0
35508,26,basic.9y,married,0
35509,21,high.school,single,0
35510,29,basic.9y,married,0
35511,35,basic.9y,single,0
35512,26,university.degree,single,0
35513,34,basic.9y,single,0
35514,53,basic.9y,married,0
35515,29,basic.9y,married,0
35516,33,high.school,single,0
35517,33,high.school,single,0
35518,46,professional.course,married,0
35519,33,high.school,single,0
35520,36,high.school,single,0
35521,51,basic.6y,married,0
35522,33,high.school,single,0
35523,31,high.school,single,0
35524,31,basic.9y,married,0
35525,38,professional.course,married,0
35526,34,university.degree,divorced,0
35527,31,high.school,single,0
35528,43,high.school,married,0
35529,34,high.school,single,0
35530,34,university.degree,divorced,0
35531,33,high.school,married,0
35532,39,university.degree,married,0
35533,32,university.degree,single,0
35534,47,high.school,divorced,0
35535,43,university.degree,married,1
35536,53,professional.course,single,0
35537,36,basic.9y,married,0
35538,32,university.degree,single,0
35539,51,basic.6y,married,0
35540,31,university.degree,single,0
35541,47,high.school,divorced,0
35542,28,basic.4y,married,0
35543,28,basic.4y,married,1
35544,42,basic.9y,married,0
35545,41,basic.6y,married,0
35546,33,basic.6y,single,0
35547,31,basic.9y,married,0
35548,28,basic.4y,married,0
35549,43,high.school,married,0
35550,29,professional.course,single,0
35551,49,basic.9y,married,0
35552,28,basic.4y,married,0
35553,50,basic.6y,married,0
35554,35,basic.9y,married,0
35555,34,basic.9y,divorced,0
35556,35,basic.9y,unknown,0
35557,32,basic.9y,divorced,0
35558,41,high.school,married,0
35559,37,university.degree,divorced,1
35560,41,basic.9y,married,0
35561,33,high.school,married,1
35562,39,professional.course,single,0
35563,43,basic.4y,married,0
35564,27,high.school,married,0
35565,39,professional.course,single,0
35566,39,professional.course,single,0
35567,32,university.degree,single,0
35568,39,professional.course,single,0
35569,39,professional.course,single,0
35570,39,professional.course,single,0
35571,50,university.degree,married,0
35572,43,university.degree,single,0
35573,39,high.school,married,0
35574,33,basic.4y,single,0
35575,29,university.degree,married,0
35576,33,basic.4y,single,0
35577,30,high.school,married,0
35578,32,basic.9y,single,0
35579,33,basic.4y,single,0
35580,26,basic.9y,single,0
35581,37,high.school,married,0
35582,32,professional.course,divorced,0
35583,43,basic.4y,married,1
35584,28,high.school,married,0
35585,47,basic.9y,divorced,0
35586,53,professional.course,single,0
35587,55,high.school,married,0
35588,38,basic.9y,married,0
35589,46,basic.9y,married,0
35590,33,basic.9y,married,0
35591,27,professional.course,single,0
35592,38,basic.6y,divorced,0
35593,55,basic.9y,married,0
35594,35,high.school,unknown,0
35595,48,basic.9y,married,0
35596,32,basic.9y,single,0
35597,36,high.school,married,0
35598,33,basic.9y,married,0
35599,35,university.degree,single,0
35600,48,basic.9y,married,1
35601,33,high.school,divorced,0
35602,33,high.school,divorced,0
35603,33,high.school,divorced,0
35604,35,basic.9y,married,0
35605,40,basic.4y,single,0
35606,56,basic.4y,divorced,0
35607,32,professional.course,married,0
35608,45,basic.4y,married,0
35609,28,university.degree,single,0
35610,42,basic.6y,single,0
35611,42,basic.4y,married,0
35612,49,basic.6y,married,0
35613,29,basic.9y,single,0
35614,32,university.degree,married,0
35615,50,university.degree,married,0
35616,30,basic.9y,single,0
35617,42,basic.4y,married,0
35618,43,high.school,single,0
35619,41,university.degree,married,0
35620,31,professional.course,married,0
35621,28,high.school,single,0
35622,28,basic.9y,single,0
35623,48,basic.9y,married,1
35624,54,professional.course,divorced,0
35625,34,high.school,married,0
35626,55,high.school,married,0
35627,28,basic.9y,single,1
35628,36,basic.9y,married,0
35629,29,high.school,married,0
35630,23,basic.9y,single,0
35631,26,basic.4y,married,0
35632,43,basic.6y,married,0
35633,55,high.school,married,0
35634,29,high.school,married,0
35635,39,basic.4y,married,0
35636,42,basic.9y,married,0
35637,31,professional.course,single,0
35638,33,basic.4y,single,0
35639,39,professional.course,single,1
35640,32,basic.9y,married,0
35641,33,high.school,divorced,0
35642,36,high.school,married,0
35643,59,basic.6y,divorced,0
35644,28,basic.6y,single,0
35645,32,university.degree,single,0
35646,37,university.degree,single,0
35647,39,basic.6y,single,0
35648,37,university.degree,single,0
35649,33,basic.9y,married,0
35650,27,university.degree,married,0
35651,31,university.degree,single,0
35652,44,high.school,married,0
35653,31,basic.9y,single,0
35654,41,basic.6y,married,0
35655,35,university.degree,single,0
35656,35,basic.9y,married,0
35657,48,basic.9y,married,1
35658,34,university.degree,single,0
35659,33,basic.9y,married,0
35660,35,basic.9y,married,0
35661,34,university.degree,single,0
35662,41,basic.6y,married,0
35663,33,basic.6y,married,0
35664,28,high.school,single,0
35665,48,basic.4y,single,0
35666,36,basic.9y,single,1
35667,29,high.school,single,0
35668,49,basic.4y,married,0
35669,49,basic.4y,married,0
35670,28,basic.9y,single,0
35671,26,basic.9y,single,0
35672,25,university.degree,married,0
35673,25,university.degree,married,0
35674,28,basic.9y,single,1
35675,33,university.degree,single,0
35676,31,basic.9y,single,0
35677,35,university.degree,single,0
35678,29,high.school,married,0
35679,32,high.school,single,1
35680,35,high.school,single,0
35681,27,high.school,single,0
35682,28,professional.course,divorced,0
35683,28,professional.course,divorced,0
35684,32,high.school,single,0
35685,45,high.school,married,0
35686,32,university.degree,single,0
35687,57,basic.4y,married,0
35688,31,basic.9y,married,0
35689,51,basic.6y,married,0
35690,25,professional.course,single,0
35691,27,professional.course,single,0
35692,41,basic.6y,married,0
35693,56,university.degree,married,0
35694,55,basic.9y,married,1
35695,28,basic.9y,married,0
35696,55,basic.4y,married,0
35697,41,basic.6y,married,0
35698,49,university.degree,married,0
35699,31,high.school,single,0
35700,29,university.degree,single,0
35701,28,basic.9y,single,0
35702,33,basic.9y,married,0
35703,37,university.degree,single,0
35704,31,professional.course,single,0
35705,47,basic.9y,married,0
35706,48,university.degree,divorced,0
35707,22,basic.9y,married,0
35708,38,high.school,single,0
35709,28,basic.9y,single,1
35710,35,basic.9y,single,0
35711,43,university.degree,single,0
35712,50,basic.9y,married,0
35713,31,professional.course,married,0
35714,29,high.school,married,0
35715,27,high.school,single,0
35716,30,professional.course,single,0
35717,31,professional.course,married,0
35718,43,basic.4y,married,1
35719,48,basic.9y,married,0
35720,32,basic.9y,married,1
35721,45,basic.6y,married,0
35722,32,university.degree,single,1
35723,27,basic.9y,single,0
35724,34,basic.9y,married,0
35725,40,high.school,single,0
35726,27,professional.course,single,0
35727,34,professional.course,married,0
35728,32,university.degree,single,0
35729,44,high.school,divorced,0
35730,34,basic.6y,married,0
35731,53,professional.course,married,0
35732,39,university.degree,married,1
35733,45,basic.4y,married,0
35734,33,professional.course,divorced,0
35735,24,high.school,single,0
35736,42,basic.6y,married,0
35737,40,high.school,single,0
35738,57,basic.6y,married,0
35739,43,basic.4y,married,0
35740,34,high.school,married,0
35741,27,professional.course,married,0
35742,27,basic.4y,married,0
35743,41,basic.6y,married,1
35744,31,high.school,married,1
35745,33,professional.course,single,0
35746,49,professional.course,divorced,0
35747,34,university.degree,single,0
35748,32,high.school,married,1
35749,35,university.degree,single,0
35750,35,high.school,single,0
35751,29,basic.9y,married,0
35752,31,high.school,single,1
35753,38,basic.6y,married,0
35754,33,basic.4y,single,0
35755,51,basic.4y,divorced,0
35756,30,university.degree,single,1
35757,32,university.degree,single,0
35758,28,high.school,single,0
35759,32,university.degree,single,0
35760,34,high.school,single,0
35761,38,high.school,married,0
35762,35,high.school,married,0
35763,28,university.degree,single,0
35764,59,basic.6y,divorced,0
35765,36,unknown,married,0
35766,36,university.degree,single,0
35767,32,high.school,married,0
35768,38,university.degree,divorced,0
35769,32,basic.4y,married,0
35770,27,basic.6y,married,0
35771,35,basic.9y,married,0
35772,31,high.school,single,0
35773,57,basic.9y,divorced,0
35774,36,basic.9y,divorced,0
35775,28,university.degree,single,0
35776,36,high.school,single,0
35777,43,basic.9y,married,0
35778,35,high.school,divorced,0
35779,28,university.degree,single,0
35780,29,high.school,married,0
35781,37,university.degree,single,0
35782,32,professional.course,single,0
35783,30,professional.course,married,0
35784,45,university.degree,married,0
35785,32,high.school,single,0
35786,27,university.degree,married,0
35787,33,high.school,single,0
35788,33,high.school,divorced,0
35789,38,basic.6y,divorced,1
35790,32,professional.course,single,0
35791,31,professional.course,married,0
35792,46,basic.9y,married,0
35793,33,basic.9y,married,0
35794,46,professional.course,married,0
35795,49,high.school,divorced,0
35796,47,basic.4y,divorced,0
35797,32,university.degree,single,0
35798,28,high.school,single,0
35799,32,high.school,single,0
35800,46,high.school,married,0
35801,46,basic.9y,married,0
35802,54,basic.4y,married,0
35803,48,university.degree,divorced,0
35804,35,high.school,single,0
35805,33,high.school,married,1
35806,50,university.degree,married,0
35807,41,professional.course,single,0
35808,36,basic.9y,divorced,0
35809,33,basic.4y,married,0
35810,27,professional.course,single,0
35811,44,high.school,divorced,0
35812,36,professional.course,married,0
35813,42,basic.4y,married,0
35814,31,high.school,married,0
35815,34,university.degree,single,0
35816,59,university.degree,divorced,0
35817,28,basic.9y,married,0
35818,28,high.school,married,0
35819,33,professional.course,single,0
35820,33,basic.9y,married,0
35821,28,high.school,married,0
35822,29,professional.course,single,0
35823,38,high.school,single,0
35824,37,basic.6y,divorced,0
35825,26,basic.4y,married,0
35826,34,high.school,married,0
35827,33,basic.4y,single,0
35828,33,basic.6y,married,0
35829,53,basic.6y,married,0
35830,35,high.school,married,0
35831,53,professional.course,married,0
35832,38,university.degree,divorced,0
35833,32,university.degree,single,0
35834,49,high.school,married,0
35835,42,high.school,divorced,0
35836,34,basic.9y,married,0
35837,31,high.school,married,0
35838,30,university.degree,married,0
35839,34,high.school,married,0
35840,42,high.school,single,0
35841,34,basic.4y,married,0
35842,42,basic.4y,married,0
35843,37,high.school,married,0
35844,53,basic.9y,married,0
35845,38,unknown,divorced,0
35846,34,basic.9y,married,0
35847,27,basic.9y,single,0
35848,33,basic.9y,married,0
35849,25,university.degree,single,0
35850,43,basic.6y,married,0
35851,35,high.school,single,0
35852,35,high.school,single,0
35853,55,basic.9y,divorced,0
35854,34,high.school,married,0
35855,31,high.school,married,0
35856,43,basic.4y,married,0
35857,47,university.degree,divorced,0
35858,35,university.degree,married,0
35859,42,basic.6y,single,0
35860,37,university.degree,divorced,0
35861,38,professional.course,single,0
35862,33,basic.4y,married,1
35863,26,basic.9y,single,0
35864,30,high.school,single,0
35865,26,high.school,single,0
35866,39,basic.9y,married,0
35867,27,high.school,single,0
35868,43,basic.6y,married,0
35869,25,high.school,married,0
35870,26,high.school,single,0
35871,33,university.degree,single,0
35872,55,basic.4y,married,0
35873,40,basic.9y,single,0
35874,35,university.degree,single,0
35875,38,basic.9y,married,0
35876,41,high.school,married,0
35877,29,basic.9y,divorced,0
35878,53,high.school,married,0
35879,34,basic.6y,divorced,0
35880,55,basic.4y,divorced,0
35881,38,basic.9y,single,0
35882,51,basic.9y,divorced,0
35883,57,basic.4y,married,0
35884,24,basic.9y,married,0
35885,47,basic.4y,married,0
35886,35,high.school,single,0
35887,32,basic.6y,married,0
35888,34,basic.6y,divorced,0
35889,43,basic.9y,divorced,0
35890,36,basic.9y,divorced,0
35891,53,unknown,single,0
35892,42,high.school,married,0
35893,36,basic.9y,divorced,0
35894,43,high.school,married,0
35895,38,basic.9y,married,0
35896,43,high.school,married,0
35897,36,basic.9y,married,0
35898,26,high.school,single,0
35899,37,basic.9y,married,0
35900,36,basic.9y,married,0
35901,28,basic.6y,single,1
35902,29,basic.9y,single,0
35903,37,university.degree,divorced,0
35904,55,basic.4y,divorced,0
35905,37,basic.9y,married,0
35906,31,basic.9y,married,0
35907,29,professional.course,single,1
35908,35,basic.9y,married,0
35909,28,basic.9y,single,0
35910,36,basic.9y,divorced,0
35911,35,professional.course,married,0
35912,29,professional.course,single,0
35913,36,basic.9y,divorced,0
35914,27,high.school,married,0
35915,43,basic.4y,married,0
35916,36,basic.6y,married,0
35917,30,high.school,single,0
35918,33,university.degree,single,0
35919,23,high.school,single,0
35920,36,high.school,married,0
35921,23,high.school,married,0
35922,29,basic.9y,divorced,0
35923,25,basic.6y,single,0
35924,41,basic.9y,married,0
35925,29,high.school,married,0
35926,34,university.degree,married,0
35927,44,high.school,married,0
35928,41,basic.9y,married,0
35929,34,university.degree,married,0
35930,27,basic.9y,single,0
35931,58,basic.4y,married,0
35932,48,university.degree,divorced,0
35933,30,basic.9y,single,0
35934,35,high.school,single,0
35935,28,basic.9y,married,0
35936,28,high.school,married,1
35937,35,high.school,single,0
35938,41,high.school,married,0
35939,32,basic.9y,single,0
35940,28,basic.9y,married,0
35941,29,high.school,married,0
35942,35,professional.course,married,0
35943,31,high.school,single,0
35944,51,basic.9y,divorced,0
